datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed
06/23/2011 18:00,3,0,1,1,29.52,34.09,70,27.9993
06/23/2011 19:00,3,0,1,1,29.52,34.09,70,23.9994
06/23/2011 20:00,3,0,1,1,28.7,33.335,74,15.0013
06/23/2011 21:00,3,0,1,1,28.7,33.335,74,12.998
06/23/2011 22:00,3,0,1,2,28.7,33.335,74,15.0013
06/23/2011 23:00,3,0,1,1,28.7,33.335,74,19.0012
06/24/2011 0:00,3,0,1,1,27.88,31.82,79,12.998
06/24/2011 1:00,3,0,1,1,27.06,30.305,83,22.0028
06/24/2011 2:00,3,0,1,1,27.06,30.305,83,22.0028
06/24/2011 3:00,3,0,1,1,27.06,30.305,83,11.0014
06/24/2011 4:00,3,0,1,1,27.06,30.305,83,6.0032
06/24/2011 5:00,3,0,1,1,26.24,28.79,89,6.0032
06/24/2011 6:00,3,0,1,1,27.06,30.305,83,8.9981
06/24/2011 7:00,3,0,1,2,27.06,30.305,83,15.0013
06/24/2011 8:00,3,0,1,1,28.7,33.335,74,15.0013
06/24/2011 9:00,3,0,1,1,30.34,34.09,62,8.9981
06/24/2011 10:00,3,0,1,1,32.8,36.365,43,19.0012
06/24/2011 11:00,3,0,1,1,32.8,35.605,38,22.0028
06/24/2011 12:00,3,0,1,1,32.8,35.605,41,19.0012
06/24/2011 13:00,3,0,1,1,32.8,35.605,36,15.0013
06/24/2011 14:00,3,0,1,1,31.98,34.85,43,19.0012
06/24/2011 15:00,3,0,1,1,33.62,36.365,34,26.0027
06/24/2011 16:00,3,0,1,1,32.8,34.85,33,27.9993
06/24/2011 17:00,3,0,1,1,31.16,33.335,37,16.9979
06/24/2011 18:00,3,0,1,1,31.16,33.335,37,19.9995
06/24/2011 19:00,3,0,1,1,30.34,32.575,40,15.0013
06/24/2011 20:00,3,0,1,1,29.52,32.575,45,11.0014
06/24/2011 21:00,3,0,1,1,28.7,32.575,48,8.9981
06/24/2011 22:00,3,0,1,1,28.7,32.575,48,0
06/24/2011 23:00,3,0,1,1,27.88,31.82,51,8.9981
06/25/2011 0:00,3,0,0,1,27.88,31.82,47,11.0014
06/25/2011 1:00,3,0,0,1,27.06,31.06,50,11.0014
06/25/2011 2:00,3,0,0,2,27.06,31.06,50,12.998
06/25/2011 3:00,3,0,0,1,26.24,31.06,57,12.998
06/25/2011 4:00,3,0,0,1,26.24,31.06,57,12.998
06/25/2011 5:00,3,0,0,1,25.42,30.305,61,8.9981
06/25/2011 6:00,3,0,0,1,26.24,31.06,57,15.0013
06/25/2011 7:00,3,0,0,1,26.24,31.06,57,19.0012
06/25/2011 8:00,3,0,0,1,28.7,32.575,48,16.9979
06/25/2011 9:00,3,0,0,1,29.52,32.575,45,16.9979
06/25/2011 10:00,3,0,0,1,29.52,32.575,45,12.998
06/25/2011 11:00,3,0,0,1,30.34,33.335,42,0
06/25/2011 12:00,3,0,0,1,30.34,32.575,40,19.0012
06/25/2011 13:00,3,0,0,1,30.34,32.575,40,19.0012
06/25/2011 14:00,3,0,0,1,30.34,33.335,45,19.9995
06/25/2011 15:00,3,0,0,1,30.34,33.335,45,0
06/25/2011 16:00,3,0,0,1,31.16,34.09,43,19.9995
06/25/2011 17:00,3,0,0,1,30.34,33.335,42,15.0013
06/25/2011 18:00,3,0,0,1,29.52,32.575,45,16.9979
06/25/2011 19:00,3,0,0,1,29.52,33.335,48,19.0012
06/25/2011 20:00,3,0,0,1,28.7,32.575,48,12.998
06/25/2011 21:00,3,0,0,1,27.88,31.82,51,11.0014
06/25/2011 22:00,3,0,0,1,27.88,31.82,47,12.998
06/25/2011 23:00,3,0,0,2,27.06,31.06,50,19.9995
06/26/2011 0:00,3,0,0,1,26.24,31.06,53,0
06/26/2011 1:00,3,0,0,1,26.24,31.06,53,7.0015
06/26/2011 2:00,3,0,0,1,25.42,31.06,57,7.0015
06/26/2011 3:00,3,0,0,1,24.6,30.305,64,7.0015
06/26/2011 4:00,3,0,0,1,24.6,30.305,64,6.0032
06/26/2011 5:00,3,0,0,1,24.6,30.305,64,0
06/26/2011 6:00,3,0,0,1,24.6,30.305,64,0
06/26/2011 7:00,3,0,0,1,25.42,30.305,61,0
06/26/2011 8:00,3,0,0,1,26.24,31.06,61,12.998
06/26/2011 9:00,3,0,0,1,27.06,31.06,54,6.0032
06/26/2011 10:00,3,0,0,1,29.52,33.335,48,7.0015
06/26/2011 11:00,3,0,0,1,29.52,32.575,45,8.9981
06/26/2011 12:00,3,0,0,1,30.34,32.575,40,11.0014
06/26/2011 13:00,3,0,0,1,30.34,32.575,40,0
06/26/2011 14:00,3,0,0,1,30.34,32.575,40,8.9981
06/26/2011 15:00,3,0,0,1,30.34,32.575,40,0
06/26/2011 16:00,3,0,0,1,30.34,33.335,42,12.998
06/26/2011 17:00,3,0,0,2,29.52,32.575,42,11.0014
06/26/2011 18:00,3,0,0,2,29.52,32.575,45,16.9979
06/26/2011 19:00,3,0,0,2,29.52,33.335,48,8.9981
06/26/2011 20:00,3,0,0,2,28.7,32.575,48,7.0015
06/26/2011 21:00,3,0,0,2,28.7,32.575,54,7.0015
06/26/2011 22:00,3,0,0,1,28.7,32.575,51,0
06/26/2011 23:00,3,0,0,1,28.7,32.575,54,6.0032
06/27/2011 0:00,3,0,1,3,26.24,30.305,73,19.0012
06/27/2011 1:00,3,0,1,2,25.42,29.545,78,8.9981
06/27/2011 2:00,3,0,1,3,25.42,29.545,78,8.9981
06/27/2011 3:00,3,0,1,3,25.42,29.545,78,8.9981
06/27/2011 4:00,3,0,1,2,24.6,28.03,83,11.0014
06/27/2011 5:00,3,0,1,2,25.42,28.79,83,11.0014
06/27/2011 6:00,3,0,1,2,25.42,29.545,78,11.0014
06/27/2011 7:00,3,0,1,2,26.24,30.305,73,15.0013
06/27/2011 8:00,3,0,1,1,27.06,31.06,74,12.998
06/27/2011 9:00,3,0,1,2,29.52,33.335,54,0
06/27/2011 10:00,3,0,1,2,29.52,33.335,54,8.9981
06/27/2011 11:00,3,0,1,2,28.7,32.575,58,0
06/27/2011 12:00,3,0,1,2,29.52,33.335,54,0
06/27/2011 13:00,3,0,1,2,29.52,33.335,58,15.0013
06/27/2011 14:00,3,0,1,2,29.52,33.335,58,6.0032
06/27/2011 15:00,3,0,1,2,30.34,34.09,55,0
06/27/2011 16:00,3,0,1,1,30.34,34.09,55,7.0015
06/27/2011 17:00,3,0,1,1,30.34,34.09,55,8.9981
06/27/2011 18:00,3,0,1,1,30.34,33.335,51,0
06/27/2011 19:00,3,0,1,1,29.52,34.09,62,12.998
06/27/2011 20:00,3,0,1,1,28.7,32.575,65,7.0015
06/27/2011 21:00,3,0,1,1,28.7,32.575,65,0
06/27/2011 22:00,3,0,1,1,27.88,31.82,69,0
06/27/2011 23:00,3,0,1,1,27.88,31.82,69,0
06/28/2011 0:00,3,0,1,2,27.06,30.305,78,8.9981
06/28/2011 1:00,3,0,1,1,27.06,31.06,74,0
06/28/2011 2:00,3,0,1,2,27.06,31.06,74,0
06/28/2011 3:00,3,0,1,2,27.06,31.06,74,0
06/28/2011 4:00,3,0,1,1,27.06,31.06,74,0
06/28/2011 5:00,3,0,1,1,27.06,30.305,78,0
06/28/2011 6:00,3,0,1,1,27.06,30.305,83,11.0014
06/28/2011 7:00,3,0,1,1,27.88,31.82,83,12.998
06/28/2011 8:00,3,0,1,1,28.7,33.335,79,11.0014
06/28/2011 9:00,3,0,1,1,30.34,34.85,70,0
06/28/2011 10:00,3,0,1,1,32.8,37.12,49,11.0014
06/28/2011 11:00,3,0,1,1,33.62,37.88,46,0
06/28/2011 12:00,3,0,1,1,34.44,38.635,47,15.0013
06/28/2011 13:00,3,0,1,1,34.44,37.88,44,0
06/28/2011 14:00,3,0,1,1,35.26,39.395,44,15.0013
06/28/2011 15:00,3,0,1,1,35.26,39.395,41,0
06/28/2011 16:00,3,0,1,1,35.26,40.15,47,19.0012
06/28/2011 17:00,3,0,1,3,33.62,39.395,56,19.0012
06/28/2011 18:00,3,0,1,3,32.8,37.88,55,19.9995
06/28/2011 19:00,3,0,1,2,30.34,34.09,58,31.0009
06/28/2011 20:00,3,0,1,1,30.34,34.09,62,0
06/28/2011 21:00,3,0,1,1,30.34,34.85,66,19.0012
06/28/2011 22:00,3,0,1,1,28.7,32.575,70,19.9995
06/28/2011 23:00,3,0,1,1,28.7,32.575,70,19.0012
06/29/2011 0:00,3,0,1,2,27.88,31.82,79,19.0012
06/29/2011 1:00,3,0,1,1,27.88,31.82,79,19.9995
06/29/2011 2:00,3,0,1,1,27.06,30.305,83,15.0013
06/29/2011 3:00,3,0,1,2,27.06,30.305,83,7.0015
06/29/2011 4:00,3,0,1,1,27.06,30.305,83,7.0015
06/29/2011 5:00,3,0,1,1,26.24,28.79,83,12.998
06/29/2011 6:00,3,0,1,1,27.06,31.06,69,19.9995
06/29/2011 7:00,3,0,1,1,28.7,32.575,54,15.0013
06/29/2011 8:00,3,0,1,1,28.7,32.575,48,19.0012
06/29/2011 9:00,3,0,1,1,29.52,32.575,45,26.0027
06/29/2011 10:00,3,0,1,1,30.34,33.335,42,19.0012
06/29/2011 11:00,3,0,1,1,31.16,33.335,35,15.0013
06/29/2011 12:00,3,0,1,1,31.16,33.335,35,16.9979
06/29/2011 13:00,3,0,1,1,32.8,34.85,31,22.0028
06/29/2011 14:00,3,0,1,1,32.8,34.85,31,12.998
06/29/2011 15:00,3,0,1,1,33.62,35.605,30,11.0014
06/29/2011 16:00,3,0,1,1,33.62,35.605,30,27.9993
06/29/2011 17:00,3,0,1,1,33.62,35.605,26,27.9993
06/29/2011 18:00,3,0,1,1,32.8,34.85,29,19.9995
06/29/2011 19:00,3,0,1,1,31.16,33.335,35,26.0027
06/29/2011 20:00,3,0,1,1,30.34,32.575,37,19.9995
06/29/2011 21:00,3,0,1,1,29.52,32.575,39,15.0013
06/29/2011 22:00,3,0,1,1,28.7,31.82,42,12.998
06/29/2011 23:00,3,0,1,1,27.88,31.82,47,12.998
06/30/2011 0:00,3,0,1,1,27.06,31.06,50,11.0014
06/30/2011 1:00,3,0,1,1,26.24,31.06,53,8.9981
06/30/2011 2:00,3,0,1,1,25.42,31.06,57,8.9981
06/30/2011 3:00,3,0,1,1,24.6,30.305,60,11.0014
06/30/2011 4:00,3,0,1,1,23.78,27.275,64,8.9981
06/30/2011 5:00,3,0,1,1,23.78,27.275,64,16.9979
06/30/2011 6:00,3,0,1,1,24.6,30.305,64,16.9979
06/30/2011 7:00,3,0,1,1,25.42,30.305,61,15.0013
06/30/2011 8:00,3,0,1,1,27.88,31.82,47,15.0013
06/30/2011 9:00,3,0,1,1,28.7,31.82,42,15.0013
06/30/2011 10:00,3,0,1,1,29.52,32.575,42,12.998
06/30/2011 11:00,3,0,1,1,30.34,32.575,37,8.9981
06/30/2011 12:00,3,0,1,1,31.16,33.335,35,11.0014
06/30/2011 13:00,3,0,1,1,31.16,33.335,33,12.998
06/30/2011 14:00,3,0,1,1,31.98,34.09,31,12.998
06/30/2011 15:00,3,0,1,1,31.98,33.335,25,16.9979
06/30/2011 16:00,3,0,1,1,32.8,34.85,26,8.9981
06/30/2011 17:00,3,0,1,1,31.98,34.09,27,23.9994
06/30/2011 18:00,3,0,1,1,31.16,33.335,29,16.9979
06/30/2011 19:00,3,0,1,1,30.34,32.575,33,12.998
06/30/2011 20:00,3,0,1,1,30.34,32.575,33,12.998
06/30/2011 21:00,3,0,1,1,29.52,32.575,37,7.0015
06/30/2011 22:00,3,0,1,1,28.7,31.82,42,11.0014
06/30/2011 23:00,3,0,1,1,27.06,31.06,50,0
07/01/2011 0:00,3,0,1,1,27.06,31.06,50,0
07/01/2011 1:00,3,0,1,1,27.06,31.06,50,0
07/01/2011 2:00,3,0,1,1,25.42,30.305,69,0
07/01/2011 3:00,3,0,1,1,26.24,31.06,53,0
07/01/2011 4:00,3,0,1,1,25.42,31.06,57,0
07/01/2011 5:00,3,0,1,1,24.6,30.305,64,8.9981
07/01/2011 6:00,3,0,1,1,25.42,30.305,61,8.9981
07/01/2011 7:00,3,0,1,1,27.06,31.06,54,7.0015
07/01/2011 8:00,3,0,1,1,28.7,31.82,42,11.0014
07/01/2011 9:00,3,0,1,1,30.34,32.575,35,11.0014
07/01/2011 10:00,3,0,1,1,31.16,33.335,33,11.0014
07/01/2011 11:00,3,0,1,1,32.8,34.85,26,0
07/01/2011 12:00,3,0,1,1,32.8,34.85,26,0
07/01/2011 13:00,3,0,1,1,32.8,34.09,24,0
07/01/2011 14:00,3,0,1,1,33.62,34.85,23,12.998
07/01/2011 15:00,3,0,1,1,33.62,34.85,21,16.9979
07/01/2011 16:00,3,0,1,1,33.62,34.85,17,0
07/01/2011 17:00,3,0,1,1,33.62,34.85,21,12.998
07/01/2011 18:00,3,0,1,1,32.8,34.09,24,16.9979
07/01/2011 19:00,3,0,1,1,31.98,33.335,25,12.998
07/01/2011 20:00,3,0,1,1,29.52,32.575,42,15.0013
07/01/2011 21:00,3,0,1,1,28.7,31.82,45,12.998
07/01/2011 22:00,3,0,1,1,28.7,31.82,42,0
07/01/2011 23:00,3,0,1,1,27.88,31.82,47,6.0032
07/02/2011 0:00,3,0,0,1,27.88,31.82,47,6.0032
07/02/2011 1:00,3,0,0,1,27.06,31.06,54,0
07/02/2011 2:00,3,0,0,1,26.24,31.06,53,0
07/02/2011 3:00,3,0,0,1,26.24,31.06,53,0
07/02/2011 4:00,3,0,0,1,25.42,30.305,61,0
07/02/2011 5:00,3,0,0,1,23.78,27.275,73,7.0015
07/02/2011 6:00,3,0,0,1,25.42,30.305,69,7.0015
07/02/2011 7:00,3,0,0,1,26.24,30.305,65,0
07/02/2011 8:00,3,0,0,1,27.88,31.82,57,0
07/02/2011 9:00,3,0,0,1,30.34,33.335,51,6.0032
07/02/2011 10:00,3,0,0,1,32.8,35.605,36,0
07/02/2011 11:00,3,0,0,1,32.8,35.605,36,6.0032
07/02/2011 12:00,3,0,0,1,33.62,35.605,30,8.9981
07/02/2011 13:00,3,0,0,1,33.62,35.605,30,7.0015
07/02/2011 14:00,3,0,0,1,34.44,35.605,20,0
07/02/2011 15:00,3,0,0,1,35.26,36.365,19,11.0014
07/02/2011 16:00,3,0,0,1,36.08,37.12,22,15.0013
07/02/2011 17:00,3,0,0,1,34.44,36.365,30,15.0013
07/02/2011 18:00,3,0,0,1,33.62,35.605,30,19.0012
07/02/2011 19:00,3,0,0,1,32.8,34.85,33,15.0013
07/02/2011 20:00,3,0,0,1,31.16,34.09,45,19.0012
07/02/2011 21:00,3,0,0,1,30.34,33.335,48,12.998
07/02/2011 22:00,3,0,0,1,29.52,33.335,51,11.0014
07/02/2011 23:00,3,0,0,1,29.52,33.335,54,19.0012
07/03/2011 0:00,3,0,0,1,28.7,32.575,58,15.0013
07/03/2011 1:00,3,0,0,2,28.7,32.575,61,11.0014
07/03/2011 2:00,3,0,0,1,28.7,32.575,58,12.998
07/03/2011 3:00,3,0,0,3,27.88,31.82,65,6.0032
07/03/2011 4:00,3,0,0,3,27.88,31.82,65,6.0032
07/03/2011 5:00,3,0,0,3,25.42,28.79,83,12.998
07/03/2011 6:00,3,0,0,2,25.42,27.275,94,6.0032
07/03/2011 7:00,3,0,0,2,26.24,28.79,89,12.998
07/03/2011 8:00,3,0,0,1,27.88,31.82,79,15.0013
07/03/2011 9:00,3,0,0,1,28.7,33.335,74,16.9979
07/03/2011 10:00,3,0,0,1,30.34,34.85,66,11.0014
07/03/2011 11:00,3,0,0,1,31.16,35.605,62,7.0015
07/03/2011 12:00,3,0,0,1,32.8,37.88,55,7.0015
07/03/2011 13:00,3,0,0,1,32.8,38.635,59,15.0013
07/03/2011 14:00,3,0,0,1,33.62,39.395,56,16.9979
07/03/2011 15:00,3,0,0,1,34.44,40.15,53,19.9995
07/03/2011 16:00,3,0,0,1,34.44,40.15,53,19.9995
07/03/2011 17:00,3,0,0,3,32.8,37.12,49,56.9969
07/03/2011 18:00,3,0,0,3,32.8,37.12,49,56.9969
07/03/2011 19:00,3,0,0,2,27.06,30.305,83,12.998
07/03/2011 20:00,3,0,0,3,27.06,30.305,83,0
07/03/2011 21:00,3,0,0,2,27.06,30.305,83,11.0014
07/03/2011 22:00,3,0,0,2,27.06,30.305,78,7.0015
07/03/2011 23:00,3,0,0,1,26.24,28.79,83,11.0014
07/04/2011 0:00,3,1,0,1,26.24,28.79,83,8.9981
07/04/2011 1:00,3,1,0,1,26.24,28.79,83,6.0032
07/04/2011 2:00,3,1,0,1,26.24,28.79,83,0
07/04/2011 3:00,3,1,0,1,26.24,29.545,78,0
07/04/2011 4:00,3,1,0,2,27.06,30.305,78,6.0032
07/04/2011 5:00,3,1,0,2,26.24,28.79,83,8.9981
07/04/2011 6:00,3,1,0,1,26.24,28.79,89,11.0014
07/04/2011 7:00,3,1,0,1,27.06,30.305,83,8.9981
07/04/2011 8:00,3,1,0,1,28.7,33.335,74,7.0015
07/04/2011 9:00,3,1,0,2,29.52,34.09,66,6.0032
07/04/2011 10:00,3,1,0,2,31.16,34.85,55,6.0032
07/04/2011 11:00,3,1,0,2,31.16,34.85,55,6.0032
07/04/2011 12:00,3,1,0,2,31.98,35.605,52,0
07/04/2011 13:00,3,1,0,2,31.98,35.605,49,0
07/04/2011 14:00,3,1,0,1,32.8,36.365,46,0
07/04/2011 15:00,3,1,0,1,33.62,37.12,43,6.0032
07/04/2011 16:00,3,1,0,1,33.62,37.12,41,0
07/04/2011 17:00,3,1,0,1,32.8,36.365,46,0
07/04/2011 18:00,3,1,0,1,32.8,36.365,46,8.9981
07/04/2011 19:00,3,1,0,2,31.98,35.605,49,11.0014
07/04/2011 20:00,3,1,0,2,31.16,34.85,55,7.0015
07/04/2011 21:00,3,1,0,2,30.34,34.09,62,7.0015
07/04/2011 22:00,3,1,0,2,30.34,34.09,62,8.9981
07/04/2011 23:00,3,1,0,2,29.52,34.09,70,7.0015
07/05/2011 0:00,3,0,1,2,28.7,32.575,65,11.0014
07/05/2011 1:00,3,0,1,1,28.7,32.575,65,7.0015
07/05/2011 2:00,3,0,1,1,27.06,31.06,74,6.0032
07/05/2011 3:00,3,0,1,1,27.06,31.06,74,15.0013
07/05/2011 4:00,3,0,1,1,27.06,31.06,69,11.0014
07/05/2011 5:00,3,0,1,1,27.06,31.06,69,0
07/05/2011 6:00,3,0,1,1,27.06,31.06,74,6.0032
07/05/2011 7:00,3,0,1,1,28.7,32.575,65,6.0032
07/05/2011 8:00,3,0,1,1,29.52,34.09,62,8.9981
07/05/2011 9:00,3,0,1,1,30.34,34.09,58,8.9981
07/05/2011 10:00,3,0,1,1,31.16,34.85,52,7.0015
07/05/2011 11:00,3,0,1,1,31.98,34.85,46,7.0015
07/05/2011 12:00,3,0,1,1,32.8,36.365,43,7.0015
07/05/2011 13:00,3,0,1,1,33.62,37.12,43,7.0015
07/05/2011 14:00,3,0,1,1,32.8,37.12,49,11.0014
07/05/2011 15:00,3,0,1,1,33.62,37.12,43,0
07/05/2011 16:00,3,0,1,1,33.62,37.88,46,7.0015
07/05/2011 17:00,3,0,1,1,33.62,37.88,46,7.0015
07/05/2011 18:00,3,0,1,1,32.8,37.88,55,11.0014
07/05/2011 19:00,3,0,1,1,32.8,38.635,59,8.9981
07/05/2011 20:00,3,0,1,1,31.16,36.365,66,7.0015
07/05/2011 21:00,3,0,1,1,31.98,37.12,62,16.9979
07/05/2011 22:00,3,0,1,1,31.16,36.365,66,15.0013
07/05/2011 23:00,3,0,1,1,30.34,34.85,66,11.0014
07/06/2011 0:00,3,0,1,1,29.52,34.85,74,12.998
07/06/2011 1:00,3,0,1,1,28.7,33.335,74,8.9981
07/06/2011 2:00,3,0,1,1,28.7,33.335,79,6.0032
07/06/2011 3:00,3,0,1,1,28.7,33.335,79,0
07/06/2011 4:00,3,0,1,2,27.88,31.82,83,6.0032
07/06/2011 5:00,3,0,1,1,27.88,31.82,83,6.0032
07/06/2011 6:00,3,0,1,1,28.7,33.335,79,6.0032
07/06/2011 7:00,3,0,1,2,29.52,34.85,79,0
07/06/2011 8:00,3,0,1,2,29.52,34.85,74,7.0015
07/06/2011 9:00,3,0,1,3,28.7,33.335,79,12.998
07/06/2011 10:00,3,0,1,3,28.7,33.335,79,6.0032
07/06/2011 11:00,3,0,1,2,29.52,34.85,74,0
07/06/2011 12:00,3,0,1,2,30.34,34.85,66,6.0032
07/06/2011 13:00,3,0,1,2,30.34,34.85,70,7.0015
07/06/2011 14:00,3,0,1,1,31.16,36.365,66,19.0012
07/06/2011 15:00,3,0,1,1,31.16,36.365,70,19.0012
07/06/2011 16:00,3,0,1,1,31.16,36.365,70,16.9979
07/06/2011 17:00,3,0,1,1,31.98,37.12,59,15.0013
07/06/2011 18:00,3,0,1,1,31.16,35.605,62,12.998
07/06/2011 19:00,3,0,1,1,30.34,34.85,70,15.0013
07/06/2011 20:00,3,0,1,1,29.52,34.85,74,16.9979
07/06/2011 21:00,3,0,1,1,28.7,33.335,79,12.998
07/06/2011 22:00,3,0,1,1,28.7,33.335,79,12.998
07/06/2011 23:00,3,0,1,1,27.88,31.82,83,15.0013
07/07/2011 0:00,3,0,1,1,27.06,29.545,89,8.9981
07/07/2011 1:00,3,0,1,1,27.06,29.545,89,12.998
07/07/2011 2:00,3,0,1,1,27.06,29.545,89,12.998
07/07/2011 3:00,3,0,1,1,26.24,28.03,94,7.0015
07/07/2011 4:00,3,0,1,1,26.24,28.79,89,7.0015
07/07/2011 5:00,3,0,1,1,26.24,28.79,89,7.0015
07/07/2011 6:00,3,0,1,2,26.24,28.79,89,8.9981
07/07/2011 7:00,3,0,1,2,27.06,29.545,89,7.0015
07/07/2011 8:00,3,0,1,2,28.7,33.335,79,12.998
07/07/2011 9:00,3,0,1,1,30.34,34.85,70,11.0014
07/07/2011 10:00,3,0,1,1,31.98,37.12,62,0
07/07/2011 11:00,3,0,1,1,33.62,38.635,52,8.9981
07/07/2011 12:00,3,0,1,1,34.44,38.635,41,0
07/07/2011 13:00,3,0,1,1,35.26,39.395,41,0
07/07/2011 14:00,3,0,1,1,35.26,39.395,41,16.9979
07/07/2011 15:00,3,0,1,1,35.26,39.395,41,16.9979
07/07/2011 16:00,3,0,1,1,35.26,38.635,39,15.0013
07/07/2011 17:00,3,0,1,1,35.26,37.88,36,16.9979
07/07/2011 18:00,3,0,1,1,34.44,37.88,44,19.9995
07/07/2011 19:00,3,0,1,1,33.62,38.635,52,19.0012
07/07/2011 20:00,3,0,1,1,31.16,35.605,58,23.9994
07/07/2011 21:00,3,0,1,1,30.34,34.09,62,11.0014
07/07/2011 22:00,3,0,1,1,30.34,34.09,62,11.0014
07/07/2011 23:00,3,0,1,1,29.52,34.09,66,0
07/08/2011 0:00,3,0,1,1,30.34,34.85,66,7.0015
07/08/2011 1:00,3,0,1,1,29.52,34.85,79,0
07/08/2011 2:00,3,0,1,2,28.7,33.335,74,11.0014
07/08/2011 3:00,3,0,1,1,27.88,31.82,79,7.0015
07/08/2011 4:00,3,0,1,1,28.7,33.335,79,16.9979
07/08/2011 5:00,3,0,1,1,27.88,31.82,79,16.9979
07/08/2011 6:00,3,0,1,1,28.7,33.335,74,7.0015
07/08/2011 7:00,3,0,1,2,28.7,33.335,79,12.998
07/08/2011 8:00,3,0,1,2,29.52,34.85,74,16.9979
07/08/2011 9:00,3,0,1,2,31.16,36.365,70,19.9995
07/08/2011 10:00,3,0,1,2,30.34,34.85,70,23.9994
07/08/2011 11:00,3,0,1,2,30.34,35.605,74,16.9979
07/08/2011 12:00,3,0,1,2,31.16,36.365,70,19.0012
07/08/2011 13:00,3,0,1,2,31.98,37.88,66,19.0012
07/08/2011 14:00,3,0,1,2,32.8,39.395,63,23.9994
07/08/2011 15:00,3,0,1,2,32.8,39.395,63,23.9994
07/08/2011 16:00,3,0,1,3,27.88,31.82,83,30.0026
07/08/2011 17:00,3,0,1,3,27.06,29.545,89,30.0026
07/08/2011 18:00,3,0,1,1,27.06,30.305,83,6.0032
07/08/2011 19:00,3,0,1,1,27.06,30.305,83,6.0032
07/08/2011 20:00,3,0,1,1,27.06,30.305,83,11.0014
07/08/2011 21:00,3,0,1,2,27.06,30.305,83,16.9979
07/08/2011 22:00,3,0,1,2,27.06,30.305,78,12.998
07/08/2011 23:00,3,0,1,2,27.06,30.305,78,6.0032
07/09/2011 0:00,3,0,0,2,27.06,30.305,83,8.9981
07/09/2011 1:00,3,0,0,2,26.24,28.79,89,7.0015
07/09/2011 2:00,3,0,0,1,26.24,28.79,89,11.0014
07/09/2011 3:00,3,0,0,1,26.24,28.79,89,8.9981
07/09/2011 4:00,3,0,0,1,26.24,28.79,83,15.0013
07/09/2011 5:00,3,0,0,2,25.42,28.03,88,11.0014
07/09/2011 6:00,3,0,0,2,26.24,28.79,83,12.998
07/09/2011 7:00,3,0,0,1,27.06,30.305,78,12.998
07/09/2011 8:00,3,0,0,1,28.7,32.575,70,16.9979
07/09/2011 9:00,3,0,0,1,30.34,34.09,58,19.0012
07/09/2011 10:00,3,0,0,1,31.16,34.85,52,11.0014
07/09/2011 11:00,3,0,0,1,31.98,34.85,46,19.9995
07/09/2011 12:00,3,0,0,1,32.8,36.365,46,16.9979
07/09/2011 13:00,3,0,0,1,33.62,37.12,41,15.0013
07/09/2011 14:00,3,0,0,1,34.44,37.12,36,8.9981
07/09/2011 15:00,3,0,0,1,34.44,36.365,34,6.0032
07/09/2011 16:00,3,0,0,1,33.62,36.365,38,0
07/09/2011 17:00,3,0,0,1,34.44,36.365,32,0
07/09/2011 18:00,3,0,0,1,33.62,36.365,36,7.0015
07/09/2011 19:00,3,0,0,1,31.16,34.85,55,11.0014
07/09/2011 20:00,3,0,0,1,31.16,35.605,58,15.0013
07/09/2011 21:00,3,0,0,1,30.34,34.09,58,11.0014
07/09/2011 22:00,3,0,0,1,29.52,34.09,62,11.0014
07/09/2011 23:00,3,0,0,1,29.52,33.335,58,12.998
07/10/2011 0:00,3,0,0,1,28.7,32.575,61,11.0014
07/10/2011 1:00,3,0,0,1,28.7,32.575,61,8.9981
07/10/2011 2:00,3,0,0,1,27.88,31.82,69,6.0032
07/10/2011 3:00,3,0,0,1,27.06,31.06,74,6.0032
07/10/2011 4:00,3,0,0,1,27.06,31.06,69,6.0032
07/10/2011 5:00,3,0,0,1,27.06,31.06,74,0
07/10/2011 6:00,3,0,0,1,26.24,29.545,78,6.0032
07/10/2011 7:00,3,0,0,1,28.7,32.575,70,6.0032
07/10/2011 8:00,3,0,0,1,29.52,34.09,66,0
07/10/2011 9:00,3,0,0,1,30.34,34.85,66,6.0032
07/10/2011 10:00,3,0,0,1,31.16,34.85,55,8.9981
07/10/2011 11:00,3,0,0,1,31.98,36.365,55,12.998
07/10/2011 12:00,3,0,0,1,33.62,37.88,46,19.0012
07/10/2011 13:00,3,0,0,1,32.8,36.365,46,19.9995
07/10/2011 14:00,3,0,0,1,33.62,37.12,41,22.0028
07/10/2011 15:00,3,0,0,1,34.44,37.12,39,19.0012
07/10/2011 16:00,3,0,0,1,34.44,37.88,41,19.0012
07/10/2011 17:00,3,0,0,1,34.44,37.12,36,15.0013
07/10/2011 18:00,3,0,0,1,33.62,37.12,43,19.0012
07/10/2011 19:00,3,0,0,1,32.8,37.12,49,22.0028
07/10/2011 20:00,3,0,0,1,31.16,34.85,55,12.998
07/10/2011 21:00,3,0,0,1,30.34,34.09,62,16.9979
07/10/2011 22:00,3,0,0,1,30.34,34.85,66,15.0013
07/10/2011 23:00,3,0,0,1,29.52,34.09,66,16.9979
07/11/2011 0:00,3,0,1,1,28.7,32.575,65,12.998
07/11/2011 1:00,3,0,1,1,28.7,32.575,61,19.0012
07/11/2011 2:00,3,0,1,1,28.7,32.575,61,15.0013
07/11/2011 3:00,3,0,1,1,27.88,31.82,65,11.0014
